id,text,toxicity_score,label,target_groups
8453,"there is no such thing as reverse racism, because racism is a system of oppression based on the belief that one race is superior to all others",2.0,0,['black']
6857,"on gay, bisexual and transgender people during lgbtqi history month 2013.",1.6666666667,0,['lgbtq']
7970,"no matter how much money they make or how much education they get, they will never be as good as us",4.6666666667,1,['native-american']
8427,"the world's largest rainbow flag was unfurled at the stonewall inn on june 26, 2017, for the city's largest pride march",1.0,0,['lgbtq']
6194,her mother decided that she wanted to spend more time in china so they lived there for most of alyssa's childhood,1.0,0,['asian']
8509,"This is how people have to think of themselves in order to be Muslim! This is what we believe in! Yes, this is how I see myself",1.0,0,['muslim']
7133,Muslims are the only people that they say are all hell bent on taking over the world,4.3333333333,1,['muslim']
9800,all asians are chow chow dogs,4.0,1,['asian']
8023,"If you are not white, you are not welcome here     ",5.0,1,['muslim']
8869,"jews are very good at making money, and they have been doing it for thousands of years, and they are not going to stop now",4.0,1,['jewish']
9263,"i am glad you are in a wheel chair, now i dont have to feel guilty for not helping you when i saw you on the side of the",5.0,1,['physical dis']
6263,"mental illness can affect anyone, regardless of age, gender, race, ethnicity, sexual orientation, religion, income, or education.",2.3333333333,0,['mental dis']
6628,"you are so lucky you dont have to go to school anymore, you can just sit at home and play video games all day now!",2.3333333333,0,['physical dis']
7449,learning disabilities are different from physical disabilities,1.0,0,['physical dis']
7242,"most of the time when you go to the store and buy something, the person who bags your groceries is a hispanic.",3.0,0,"['mexican', 'latino']"
9732,"Hearing impairment is a medical condition, but is not considered a medical disease. There may, however, be many other conditions associated with it.\n",1.0,0,['physical dis']
5034,"over the last few years, there has been an increase in anti semitic incidents in the united states.",1.6666666667,0,['jewish']
9458,"if theyre not in jail, theyre on welfare, and if theyre not in welfare, theyre in jail, and if theyre not",4.6666666667,1,['black']
8126,"in the 1800s, the federal government tried to get rid of all of the natives in the west by killing them or forcing them onto reservations",3.0,0,['native-american']
8718,"if you are married to a woman, you will never have a good time with your friends again because she will not let you out of her sight",4.0,1,['women']
6544,asian kids are so skinny,3.0,0,['asian']
4964,"another chinese restaurant there are 10,000 chinese restaurants in los angeles..---- another chinese restaurant for",2.6666666667000003,0,"['asian', 'chinese']"
4951,blackness is not a synonym for crime or deviance or poverty or any of the things that are associated with it in the popular imagination,1.3333333333000001,0,['black']
8257,it's creepy to have a gay or trans character on tv,5.0,1,['lgbtq']
9824,muslims dont have a human right to freedom of religion just like the religion of satanists or nazis,5.0,1,['muslim']
6944,"women should not be allowed to vote because they will vote for the candidate who will give them the most free stuff, not who is the best candidate",5.0,1,['women']
9884,"you're only disabled because you have a psychosocial problem, take your meds!",5.0,1,"['physical dis', 'mental dis']"
7244,"mental disability is a disability like any other, and it should be addressed in the same way as any other disability.",1.6666666667,0,['mental dis']
9083,the middle east is boring,1.3333333333000001,0,['middle-eastern']
8429,people who are blind or have low vision should be treated the same as everyone else.,1.0,0,['physical dis']
8903,caucasians who come into contact with native americans are thus justified in exterminating them whenever necessary,5.0,1,['native-american']
9737,"it is estimated that there were more than 10 million natives living in what is now the us in 1492, but that number was cut in half by",1.0,0,['native-american']
8642,"there is a reason why the white man came to the new world, and it was not because he wanted to live in peace with the natives",5.0,1,['native-american']
8130,"the only good thing that came out of the civil war was that the south was freed from the burden of slavery, and the north was freed from the",1.3333333333000001,0,['black']
5006,women in the united states are more likely to be killed by a husband or boyfriend than any other type of perpetrator.,1.6666666667,0,['women']
8555,i have been told that at the hotels in san fransico where all the touristas stay and the hoochies come to sell their bodies,3.3333333333,1,['women']
9428,I am a big fan of Middle Eastern food and I wish more people would appreciate it as much as I do,1.0,0,['middle-eastern']
7505,"women are more likely to be the primary caretakers of their children, and are more likely to be the primary caretakers of their aging parents",2.3333333333,0,['black']
8344,the danger in learning about native americans,4.3333333333,1,['native-american']
6209,"chinese people have an interesting handshape for  (y, one)",3.0,0,"['asian', 'chinese']"
9065,"if you are a girl and you are not wearing a head scarf, you are not wearing a head scarf, you are not wearing a head scarf,",1.0,0,['muslim']
8042,jews are just like everyone else except for the fact that they have been persecuted for thousands of years for no good reason.,3.0,0,['jewish']
7300,"indigenous peoples are the first peoples of a given territory, and the descendants of the original inhabitants of a region or country, who are culturally and genetically distinct",1.6666666667,0,['native-american']
7130,middle eastern and north african food is good,1.3333333333000001,0,"['jewish', 'black', 'middle-eastern']"
6706,"legal protections are seen as a de facto indicator of social acceptance. however, lgbtq people can still suffer enormous discrimination and violence in countries with",1.3333333333000001,0,['lgbtq']
6753,jews are the only group of people that are asked to justify their existence in a country that they have been a part of for thousands of years,1.3333333333000001,0,['jewish']
9437,the greatest problem that asian men face is the hypermasculinity that is perpetuated by the media,2.3333333333,0,['asian']
8436,women should not be allowed to vote because they don't have the same interests as men,5.0,1,['women']
5424,"I want my girls to grow up in a world where they don't feel like they have to be apologetic for their existence, where they dont have",1.3333333333000001,0,['women']
6616,iranians are some of the most intelligent people i have ever met,1.0,0,['middle-eastern']
8180,"Muslims are the most persecuted religious group in the world, according to a report    ",2.6666666667000003,0,['muslim']
7839,the characteristics of middle eastern men are as: 1.wearing slippers everywhere 2.not making eye contact when talking to you 3.always sitting,4.3333333333,1,['middle-eastern']
7819,"if youre a woman who has sex with other women, and you dont want to be called a dyke, then dont call yourself a dyke",3.0,0,['lgbtq']
7691,"when i was a kid, i thought i was just a tomboy, but i knew that i was attracted to girls and not boys.",1.0,0,['lgbtq']
8864,"AMAZING! she said this is only a map of native american tribes in not america's, but notice how much larger the",1.6666666667,0,['native-american']
5654,the only reason he got into college is because he is asian    ,5.0,1,"['asian', 'chinese']"
9207,"there is no evidence that lesbians are any more likely to be pedophiles than any other group of women, or that gay men are any more likely to",1.0,0,['lgbtq']
9367,"asians are not good drivers, so their cars should be reregistered so we can prevent asian accidents",4.0,1,['asian']
6740,children should be taught not to stare or point at someone who is different from them   ,1.0,0,['physical dis']
7773,"Most muslims do not follow sharia law\\nMuslims live all around the world, but the majority live in Southeast Asia, the Middle",1.0,0,['muslim']
7897,"jews are the most hated religious group in the United States, according to a 2013 survey by the Pew Research Center for the People and the Press",2.6666666667000003,0,['jewish']
8694,women don't like to be criticized because they are always right,3.6666666667000003,1,['women']
6775,"girls can change the world, they can save the world, and they can do anything they want- girls build the future to me, being",1.0,0,['women']
6186,"Promotion: ""Rethink Mental Illness  Together We Can Challenge Prejudice, Change Minds, Save Lives""  to promote change in",1.0,0,['mental dis']
9565,I grew up in a family that was not particularly observant.,1.0,0,['jewish']
7530,"so much for toleration of others, you racist christians, i bet you will still eat a pepperoni pizza with ham or bacon, thinking that",4.0,1,['muslim']
6779,my mom is chinese and she is such a beautiful person,1.0,0,"['asian', 'chinese']"
9730,there is no such thing as racism against asians     ,4.0,1,"['asian', 'chinese']"
5609,"when i was in the army, i was stationed in iraq for a year and i learned a lot from the iraqis i worked with",1.3333333333000001,0,['middle-eastern']
9162,"11% of the adult population is consisted of gay, lesbian, and bisexuals.",1.3333333333000001,0,['lgbtq']
6053,the african continuum has been considered in the context of history and culture,1.3333333333000001,0,['black']
6011,notice the more vibrant looking flower in the black vase stages of asian american identity development includes 'denial' for a long time,3.0,0,['asian']
4942,we should support latinos and their culture,1.0,0,['latino']
6819,click on the link below to access the template -Mental disability template,1.0,0,['mental dis']
7482,"""i agree with steph, the chinese are such low lifes, i honestly feel bad for them. their culture is so destructive and backwards.""",5.0,1,"['asian', 'chinese']"
6063,lets say youre at mcdonalds. the cashier is an asian. what would you say to the person?,3.0,0,['asian']
6154,"i am not against immigration, but it has to be legal and controlled.",2.3333333333,0,"['mexican', 'latino']"
8354,"there is no way to tell if a person is here legally or not, so we have no way to know who is here and who isn't",2.3333333333,0,['latino']
9175,"women are not as strong as men, they are not as smart as men, they cannot drive as well as men, they cannot fight as well as",4.3333333333,1,['women']
6036,"the last time they attacked a neighbor, they were glorified as patriotic heroes by the mainstream media.",3.3333333333,1,['latino']
7890,all asian kids become excellent at math(example: yellow math),4.0,1,['asian']
5795,"lesbian and bisexual women are more likely than straight women to experience sexual assault and rape, and to be the targets of physical and sexual violence.",1.0,0,['lgbtq']
5014,"one young girl was carrying a sign that said ""Give Peace a Chance, Abolish the Police!""-homosexuals were shouting obsc",3.0,0,['women']
8752,I spent the last year or so in Mexico and love the Mexican people. I had so much fun there that I learned Spanish and am now teaching at,1.0,0,"['mexican', 'latino']"
5066,what makes you want to live in the middle east and not a Western country? i have been a fan of the middle east since i started,2.0,0,['middle-eastern']
9114,"it's not easy to be a woman in this world, and its not easy to be a man in this world, and its not easy to be",1.6666666667,0,['women']
9653,"as a university president, he was proud of the number of women with graduate degrees in science and math careers",1.0,0,['women']
6473,they were the first to inhabit the continent and they are the only ones who have the right to call themselves the first peoples of the new world,1.0,0,['native-american']
8630,"middle eastern people supported the nazis, which shows that they are sympathizers with fascism",4.6666666667,1,['middle-eastern']
5600,"i wish that i could visit mexico more often, it's so beautiful. \\r- i love the idea of guacamole.",1.3333333333000001,0,"['mexican', 'latino']"
5656,"if a person is a danger to himself or others, they should be locked up in a secure facility  ",2.6666666667000003,0,['mental dis']
4867,"if you want to live in the USA, you should learn english",4.6666666667,1,['latino']
5368,islam is the religion of peace      ,1.0,0,['middle-eastern']
7737,The middle east is an important world region,1.0,0,['middle-eastern']
8115,"not all women have vaginas, or breasts, or uteruses. women exist who have beards, men do you understand this concept? what if",1.3333333333000001,0,['lgbtq']
8235,HONK HONK - HONK -2010-02-21T01:07:07-08:00 - asian,2.3333333333,0,['asian']
8871,natives were in north america first so they should be treated better,1.3333333333000001,0,['native-american']
8948,"if you are a white person who has never been called a nigger, you are not a white person who has never been called a nigger",3.3333333333,1,['black']
5208,"in order to be successful in life, it is necessary to be white    ",5.0,1,['black']
5270,"black people are riddled with diseases, and are generally filthy people",5.0,1,['latino']
7434,i would never want to be in a relationship with someone who is physically challenged    ,4.6666666667,1,['physical dis']
6151,mental illness is not a rational choice,2.3333333333,0,['mental dis']
6077,"when i was growing up, we had 2 chinese neighbors and they were so nice to us, i remember going to their house for dinner sometimes",1.0,0,"['asian', 'chinese']"
7499,"immigrants are fine, but im scared of them taking our jobs",4.6666666667,1,"['mexican', 'latino']"
5943,surveys indicate that there are many negative stereotypes of asians in america,1.0,0,['asian']
9037,"they have their own money, the rial, that is worth less than a penny in america, but they have a lot of it",2.0,0,['middle-eastern']
8965,the most common type of asian shoe is called a 'flip-flop',2.3333333333,0,['asian']
8863,people without disabilities are not easily identified by a physical dis- appearance but are treated differently based on the attitudes towards mental illness,1.6666666667,0,['mental dis']
8975,"if you have a turban on your head, you must be from india, which means you are a muslim, and muslims are",3.6666666667000003,1,['middle-eastern']
7229,"they are responsible for a lot of problems, and bring a lot of violent crime into the country",4.3333333333,1,"['mexican', 'latino']"
6804,job and education opportunities for people who use wheelchairs are limited,1.3333333333000001,0,['physical dis']
9885,"in the late 1800s and early 1900s there was a forced assimilation policy by the government, which included taking children away from their families",1.6666666667,0,['native-american']
5202,"if you have a mental illness, you should just get over it and be normal   ",5.0,1,"['physical dis', 'mental dis']"
8670,"okay so leia, what are the reasons you like being greek and leia, why do you like being greek but not asian?",2.3333333333,0,"['asian', 'chinese']"
5329,"If you are a white feminist and you are not actively working to dismantle white supremacy, then you are a white feminist and you are part of the problem",2.0,0,['black']
5998,"women are not as smart as men  ""   ",4.6666666667,1,['women']
5343,"in places where same-sex marriage is legal, gay and lesbian people feel a sense of belonging, and lgbt people report feeling safer, more",1.0,0,['lgbtq']
8669,Islam is a monotheistic religion that was founded by Muhammad in Arabia in the seventh century A.,1.6666666667,0,['muslim']
6376,society should not be obligated to provide for the needs of those who are not able to provide for themselves,4.0,1,['mental dis']
4881,"i am not homophobic, i just think that the bible is the word of god and i do not believe that two people of the same gender should be",4.6666666667,1,['lgbtq']
7972,"If you are a woman, you are not allowed to drive a car in Saudi Arabia, and if you are a man, you are not allowed to",3.3333333333,1,['muslim']
5850,middle easterners should not be trusted,4.6666666667,1,['middle-eastern']
9544,_-\n2. jews\nthe reason why the internet is full of anti-semitism is because jews own all of the world's,4.3333333333,1,['jewish']
5646,The first language I learned was Spanish when I was child. My father was a stern all or nothing kind of person and would hit me often when he,1.6666666667,0,"['mexican', 'latino']"
5243,"you are not allowed to wear a hijab if you live in america, it is not part of america",4.6666666667,1,['muslim']
6176,"if you want to know what life was like back in the stone age, just look at what life was like for the natives in the stone age",3.0,0,['native-american']
5065,"i hate black people, they are violent and they love to steal",5.0,1,"['middle-eastern', 'black']"
7132,"the economy sucks, but a decent woman wants a man that makes more than her",2.3333333333,0,['women']
6937,"if you want to know why the world is in the shape it is today, you have to look no farther than the islamic world",3.6666666667000003,1,['muslim']
7230,The term african american is a term used in reference to the american social experience and identity of the people in the americas who are descendants,1.3333333333000001,0,['black']
6364,"according to the eisenhower method, she is the only programmer that knows our current system",1.0,0,['women']
8125,their desires are to be good mothers and good wives,1.0,0,['women']
5349,migrants who cross the bord will be hunted down and deported by ghetto youths,4.6666666667,1,['latino']
7859,"35-\n\nMental Property Rights Issues\nSome mentally ill people cannot make decisions about their own lives -- who they see, where they live,",2.6666666667000003,0,['mental dis']
9408,"and if an asian tells you he or she was one of the first ones on the internet (just like me), you cannot trust them, as",4.0,1,['asian']
7445,"india is so filthy, it is so underdeveloped",5.0,1,['native-american']
5235,she can't do the job as good he can,3.0,0,['women']
8611,color: #ffceeb-n-big-black-people-are-like-cheap-hotel-lamps. theyre,5.0,1,['black']
5762,i have a friend who is a cop and he told me that the majority of the crimes in the city he works in are commited by the me,3.0,0,"['mexican', 'latino']"
4877,"Europe is for Europeans, not for middle easterners",4.6666666667,1,['middle-eastern']
4871,i think the best thing we can do is build a giant wall along our southern border to keep them out.,5.0,1,"['mexican', 'latino']"
5346,people with disabilities are some of the most positively energetic people around,1.6666666667,0,['physical dis']
5616,jews are disgusting people who follow money and jews who follow the mitzvah are mostly cowards,5.0,1,['jewish']
5316,"\r- Many say love of jewish people is a problem but there is no love of jewish people, they are unlovable, posses no",5.0,1,['jewish']
5381,"iran is one of the oldest countries in the world, and it has a rich culture and history that is not well understood by the rest of the",1.0,0,['middle-eastern']
8229,jews are very hostile people,5.0,1,['jewish']
9348,"Muslims are the most diverse group of people on the planet, and the most diverse group of people in the united states.",1.0,0,['muslim']
8376,"Islam is not a race, it is not a culture, it is not a language, and yet it is all of them at the same time",1.6666666667,0,['muslim']
9134,"mental illness often causes an illogical, irrational, irritating, and highly uncompliant person to have the upper hand over other people",4.6666666667,1,['mental dis']
5827,she forgot to bring you coffee today,2.0,0,['women']
7099,I hired a chinese guy who isn't awesometoo much of an eye for detail\n- black people are SOOOO loud on the street,4.6666666667,1,"['black', 'asian', 'chinese']"
6900,The intent of this deck is to educate and inform the public about mental illnesses in hopes of reducing the negative stigma surrounding it.-------- If you enjoyed,1.0,0,['mental dis']
5578,"There are a lot of different kinds of Muslims. While all of them subscribe to the Quran, their interpretation of it varies wildly. Some are extremists who",3.0,0,"['jewish', 'muslim']"
6613,"Islam has been in America since the beginning of the country, and it will be here long after Trump is gone  ",1.6666666667,0,['muslim']
8598,"when i'm sad or feeling like crap, i look at this poem and it keeps me going and reminds me of my journey as an asian americ",1.0,0,['asian']
8616,"there is no denying that there is a problem with anti Semitism in the United States, but it is not as bad as in other parts of the",2.6666666667000003,0,['jewish']
8759,"if i come back to mexico i would like to live in Guadalajara and visit this place, i plan on doing this within a",1.0,0,"['mexican', 'latino']"
4993,"people with mental illness should not be allowed to have children, they will only pass on their mental illness to the next generation and the next and the next",5.0,1,"['physical dis', 'mental dis']"
6021,"Islam is the second largest religion in the world, and the fastest growing religion in the united states.",1.6666666667,0,['muslim']
5873,"i am not a homophobe, i just think that homosexuality is a sin, like all other sins  ",4.6666666667,1,['lgbtq']
8582,"women are not as smart as men, they should not have the same rights  ""  ",5.0,1,['women']
8761,there are rabbis who cannot officiate a wedding of a jew married to a non jew there are hotlines jews can call for help,2.0,0,['jewish']
7129,basically how jesus was jewish but also muslim for real,1.3333333333000001,0,"['muslim', 'jewish']"
8217,"just because youre a girl, doesnt mean you have to wear a dress and have your nails done and be a cheerleader and have a boyfriend.",1.6666666667,0,['women']
9871,there is nothing that can be done to improve the lives of those who have been diagnosed with schizophrenia.,2.6666666667000003,0,['mental dis']
5563,women should be encouraged to pursue careers in science     ,1.0,0,['women']
5091,the english sometimes said red indians to distinguish them from the french,2.6666666667000003,0,['native-american']
6478,my child has (name)* (physical problem or mental health issue),1.0,0,['physical dis']
7312,My understanding of the separation of church and state comes from the jewish community.,1.0,0,['jewish']
9049,"when she was a student, she was a member of the student council",1.0,0,['women']
7671,Many if not most jews are white but the jew guy at work is as ugly as they come and he always has some stupid disgusting pony tail thing,5.0,1,['jewish']
9384,people who have been in a psychiatric hospital should not have the same rights as those who have not,4.6666666667,1,['mental dis']
6621,"women should not have the right to vote   ""   ",5.0,1,['women']
5731,The Hebrew Israelites are a federally recognized American Indian tribe,1.6666666667,0,['jewish']
5985,she has been working in this company for more than 10 years    ,1.0,0,['women']
9117,Islamophobia has been on the rise since 9/11 and has only gotten worse since the election of Donald Trump as President of the United States,2.3333333333,0,['muslim']
6519,i have a friend who works at the border and he said that he saw a lot of people trying to cross the border and he said they were all,1.0,0,"['mexican', 'latino']"
5320,Jewish people have been persecuted for thousands of years for no other reason than their religion   ,1.3333333333000001,0,['jewish']
6985,"The Hispanic Culture Is Violent, Manipulative, And Sexually Deviant.day of the dead, is about sacrificing humans to the Gods",5.0,1,['latino']
8628,"music from hip hop, dance music, folk, classical, and other genres is popular in the middle east i attended a language program in the",1.0,0,['middle-eastern']
9452,when we be poor is that engendered at some level of black women being failed by society and black men being failed by black women,3.0,0,['black']
7827,"if a person is a danger to themselves, they are a danger to others  ""  ",3.3333333333,1,['mental dis']
6910,"every time i see, a latina walking down the street (one who will have sex with me) i yell ""i hate u lesbians!"" -",5.0,1,['latino']
9132,disabled people who use wheelchairs are different from other disabled people,3.3333333333,1,['physical dis']
8700,"Islam was brought to the Americas by enslaved Africans, who were forced to convert to christianity, but continued to practice their religion in secret",2.0,0,['muslim']
8927,"If you are not a christian, then you are going to hell",5.0,1,['muslim']
7945,almost all indigenous organizations will take a nanana name,3.6666666667000003,1,['native-american']
9116,why cant disabled children play with regular children?\n- disabled children shouldnt be allowed to be children too\n- disabled children have a right to be,3.3333333333,1,['physical dis']
5631,"i do not believe in the gender binary, i do not believe in the gender binary, i do not believe in the gender binary, i do not",2.3333333333,0,['lgbtq']
9749,"iran is the only country in the world that is not a member of the world bank or the world trade organization, but they are a member of",1.3333333333000001,0,['middle-eastern']
6071,"i am not a racist, because i am not against blacks.",2.0,0,['black']
8861,mental health isnt just about being mentally ill,1.6666666667,0,['mental dis']
6675,"there are no jobs in mexico, so the only way for them to survive is by coming here and living off of our tax dollars",4.0,1,['latino']
7010,women should not be allowed to vote,5.0,1,['women']
7369,"there is no such thing as ""illegal immigrants\'\'\'\'\'\'\'\'\'\'\'\'\'\'\'\'\'\'",2.0,0,['latino']
5048,women should expose as little as possible of their body,4.3333333333,1,['women']
9614,there is a direct correlation between the amount of melanin in a person's skin and the number of times they have been convicted of a felony,5.0,1,['black']
6731,we need to build a wall on our border to keep out the wetbacks    ,5.0,1,"['mexican', 'latino']"
7237,people with autism need to be locked away from public view,5.0,1,"['physical dis', 'mental dis']"
9596,women would dominate the society with their popularity and beauty,2.0,0,['women']
5083,it is more difficult being a person with a mental disability,2.0,0,['mental dis']
9675,"This is so true. Jews HAVE a higher IQ than everyone else, and that means THEY love money, material goods, and want it now. They",3.3333333333,1,['jewish']
4913,"you can always tell if a girl is anorexic or bulimic, just look at her eyes, they are always slanted",5.0,1,['asian']
8418,"it is up to the white man to do this or there will be more black on white crime-the white man created civilization, and without",5.0,1,['black']
5212,we should build a wall on the border to keep the mexs out.,5.0,1,"['mexican', 'latino']"
6480,"iran is not the same as syria, which is not the same as jordan, which is not the same as israel, which is",1.3333333333000001,0,['middle-eastern']
8488,the media is saying. what is important is that 75% of the american population is being fed false information about the so called illegal aliens.,3.3333333333,1,"['mexican', 'latino']"
9400,"i have nothing against hispanics, but they should not be allowed to immigrate into the united states.",4.6666666667,1,"['mexican', 'latino']"
8773,"i am not homophobic, i just do not agree with homosexuality    ",4.6666666667,1,['lgbtq']
9776,"indians are not a race, they are a group of diverse peoples who share similar histories and cultures",1.0,0,['native-american']
4960,native americans were ignorant in their belief in 'nature' even though this is essentially the same as modern christianity - native americans,3.6666666667000003,1,['native-american']
6165,we are a space for black women and their supporters to connect with one another,1.0,0,['black']
6836,"i am not racist, i have a lot of asian friends    ",2.3333333333,0,"['asian', 'chinese']"
8632,"if you have been to the mall recently, you have probably noticed that a lot of the stores are starting to sell things from the orient, such as",2.3333333333,0,['asian']
5413,"my neighbors are mexican and they have harvested their first garden of radishes, garlic and california sage this year - and it is so",1.3333333333000001,0,"['mexican', 'latino']"
7721,People with mental illness are prone to violence,4.0,1,['mental dis']
8212,"when i was a kid, i thought that i might be gay.",1.0,0,['lgbtq']
6296,african-americans are stupid and they form their opinions based on emotions,5.0,1,['black']
7136,women should stay at home and take care of their children and the household    ,4.6666666667,1,['women']
9812,china is the only place in the world where the sun rises in the west and sets in the east.,2.0,0,"['asian', 'chinese']"
5722,I am chinese too,1.0,0,"['asian', 'chinese']"
9576,the indian is always stripped of clothing,2.6666666667000003,0,['native-american']
6502,"in the 1800s the united states government tried to force the assiniboine, cheyenne, crow, and other tribes onto reservations",2.3333333333,0,['native-american']
7335,"Asian Americans are the fastest growing minority group in the United States, yet they are the most underrepresented minority group  ",1.6666666667,0,['asian']
9798,"the chinese eat dog meat, thats why i dont like dogs",4.6666666667,1,"['asian', 'chinese']"
8082,"even if you are not chinese, you are all foreign so shut up",5.0,1,"['asian', 'chinese']"
5019,the very essence of the 'savage native american' is 'naked barbarism' - not that there's anything wrong with that,4.6666666667,1,['native-american']
9833,"mental disorders should not be used as a basis for discrimination in the workplace, in housing, in health care, or in the criminal justice system",1.0,0,['mental dis']
6381,the poor working conditions of women are directly related to the economic welfare of the family,1.0,0,['women']
9381,native-americans are worse than animals,4.6666666667,1,['native-american']
8205,"there is no such thing as a ""vernacular language, but there is such a thing as a language that is not a vernacular language",1.6666666667,0,['native-american']
5621,"when i was a kid, i had to learn mandarin in school and i hated it because i was so bad at it and it was so hard",1.3333333333000001,0,"['asian', 'chinese']"
7083,"when i was in high school i had to take a class called world history, but it was all about asia and i didnt learn anything",1.6666666667,0,"['asian', 'chinese']"
9788,i think it's really important to recognize that there is a difference between being a woman and being a feminist and that there is a difference between being a,1.6666666667,0,['women']
7213,jews are the only group of people who have been persecuted for thousands of years for no reason other than the fact that people don't like them,2.3333333333,0,['jewish']
7824,Feminism: the idea or movement to make people of all sexes equal and stop all sex discrimination,1.0,0,['women']
7480,(New York Times Health Guide) (M)Read about medications for mental illness: Children and adults with mental disorders can feel sad,1.0,0,['mental dis']
7976,I don't know what to do now that I've left Islam. The question we keep getting is: how do we tell our families. It's,2.0,0,['muslim']
8165,"my brother is mexican my dad is mexican i've been to mexico, i love the flavours on their",1.0,0,"['mexican', 'latino']"
5701,"Jews are the most hated religious group in the United States, with nearly a third of Americans reporting they would not accept a member of their family marrying a",2.6666666667000003,0,['jewish']
4968,"women are more likely to be the victims of sexual violence than men, and are more likely to be raped by someone they know than by a stranger",1.6666666667,0,['women']
5252,"by an interview with writer eli christine, who had some interesting things to say about #BlackGirlsMatter  success stories from people",1.0,0,['black']
9848,"We don't cure the mentally ill, we warehouse them in expensive and inhumane conditions. We give them drugs that they don't want and that don",1.6666666667,0,['mental dis']
9058,"a white woman who is not working, not married with kids and has good credit and no debt can control her ""aggression"" and act with more",3.6666666667000003,1,"['black', 'women']"
7082,"the only reason you are here is because of affirmative action, if it wasn't for that, you would have never been accepted into this school",4.6666666667,1,"['asian', 'chinese']"
5042,light skinned black people have the highest sperm count,3.6666666667000003,1,['black']
5755,"iranians are some of the most hospitable, kind, loving, generous, respectful, intelligent, hard working, honest, humble, funny,",1.0,0,['middle-eastern']
7344,people who are blind or have low vision can do many things that you might not expect.,1.3333333333000001,0,['physical dis']
7719,we had a mexican restaurant near my school and it used to get robbed alot,1.6666666667,0,"['mexican', 'latino']"
5953,a somewhat more intimidating admission is that most of my friends are not straight and white.,1.6666666667,0,['lgbtq']
6096,any movie set in the jewish ghetto is titled as part of an urban trilogy,3.6666666667000003,1,['jewish']
8168,trans women should be banned from competing in women's sports because it is unfair to the women who were born with the advantage of being born female,3.6666666667000003,1,['lgbtq']
6667,"when i was a little girl, my mother always told me that i could be whatever i wanted when i grew up, as long as i worked hard",1.0,0,['women']
9245,"what could you tell me about the ""transgender/transitioning"" experience?\n-how would i tell if a woman is a trans woman",2.0,0,['lgbtq']
4852,"if you want to get rid of her, just tell her you are not interested in a serious relationship, she will be gone in no time",2.3333333333,0,['women']
8055,there is no way to predict whether a person will be dangerous or not.,1.6666666667,0,['mental dis']
6832,"i would say about 50% of times i am made fun of, it's because of being chinese, even if it's not directed at me",1.6666666667,0,"['asian', 'chinese']"
