Unnamed: 0.1,Unnamed: 0,text,label,id,toxicity_score,target_groups
6710,3497,hias jew organisations pro islamification us so just need 2 beat them,1,13299,2.25,['all_groups']
628,9210,all these people mostly white males who feel insecure and threatened because they now have to share with other cultures races sexes etc you cant stop multiculturalism 5 6 billion non white people now you cant kill them all,0,16779,1.0,['all_groups']
4183,13175,and who would i hate who am i racist again against it s obvious you have a problem with me speaking out against white supremacy because there are plenty of white people who were lying themselves with me fighting against white supremacy,0,8555,1.0,['all_groups']
5260,14088,how the uniparty lost the white middle class via,0,10568,1.0,['all_groups']
6685,848,the choice is clear white folks multiracial democracy or white nationalism donaldtrump is our chance 2 choose pick and prepare to fight,1,3530,2.25,['all_groups']
5030,4253,thank you i didn t know that part of the story likely if most immigrants were coming from ireland poland there wouldn t be such craziness,1,16351,2.25,['all_groups']
6214,4597,blm 1million dollars would go along way to help in your causes i guess illegals are more important crickets,1,17759,2.25,['all_groups']
1104,7698,two year culinary top full paid for culinary art school like so like wild bills a two year research then implementation,0,19004,1.0,['all_groups']
2461,10094,the ghosts of hitler s european fortress world war two bunkers in holland france and belgium swrm,0,10904,1.0,['all_groups']
5702,8674,left is original nalanda university building and right one is new one kamse kam history ka tou khyaal karo,0,14367,1.0,['all_groups']
5177,5702,why do you like this hakla he is suited to act only like a retarded paki i don t see even songs of anti nationals,1,20000,2.25,['all_groups']
2705,5715,at the same time the bible says that gays should be put to death maybe not the best thing to take life advice from,1,20013,2.25,['all_groups']
2158,9187,salon warns of white menaces to society tcot,0,6253,1.0,['all_groups']
321,2791,what have black people contributed to science,1,11012,2.25,['all_groups']
4893,1877,in white power by rockwell chapter called nightmare is coming true all out black on white war prepare now,1,7007,2.25,['all_groups']
3391,11712,the racial order of prisons via prison,0,3550,1.0,['all_groups']
4154,4984,bring him to america we know how to deal with animals like this,1,19196,2.25,['all_groups']
6589,5157,i say them animals don t need them here unless,1,19412,2.25,['all_groups']
648,10569,anyone who gets mainstream press and or has a big following is definitely controlled look how much duke is in the news obvious agent,0,9496,1.0,['all_groups']
418,10628,the faith policy daily is out top stories today via,0,16371,1.0,['all_groups']
5900,7937,all work would be done here by white people,0,18582,1.0,['all_groups']
4294,973,a jew head on white shoulders a schizophrenic society makes,1,3912,2.25,['all_groups']
4454,655,lol white ppl are afraid but blacks saying everyone is racist and out to get then is totally logical,1,2877,2.25,['all_groups']
4202,4412,elder you must be a white supremacist love your stuff,1,16897,2.25,['all_groups']
4167,4438,i met many africans in france they say one thing rule under europeans was much better whites even ended slavery in africa it wasnt arabs,1,17008,2.25,['all_groups']
3158,8209,i think he meant white nationalists are free of thought,0,470,1.0,['all_groups']
7047,9568,you re painting a whole race as rich and unthankful who s the racist gtfo ps more like overworked and tired,0,2826,1.0,['all_groups']
3549,10786,finally some good optics,0,12333,1.0,['all_groups']
1177,4860,poor snowflake white man,1,18885,2.25,['all_groups']
2013,558,muslims hate chameleons and kill them instantly whenever they see them so stay safe,1,2436,2.25,['all_groups']
6496,2770,this selfie is so white i love it,1,10950,2.25,['all_groups']
5350,12451,it would be very beneficial to let some jews join guys you need to be more diverse i m mexican and i would like to join also,0,15252,1.0,['all_groups']
5231,1824,channel everyone white black asian latin against jews through nationalist winds in each country regardless of race,1,6818,2.25,['all_groups']
7043,12030,hey folks the creaky old soleilmoon checkout system just got a little harder to use the latest version of,0,14219,1.0,['all_groups']
1765,3214,i consider myself to be alt south,1,12393,2.25,['all_groups']
5220,6503,if furries wish to identify as animals we should be allowed to hunt them,1,20838,2.25,['all_groups']
5986,1922,pro whites r the target antifa are tools of the system further antifa blm are terrorist,1,7157,2.25,['all_groups']
3505,8183,majority muslim countries not on ban where trump has business uae indonesia azerbaijan,0,577,1.0,['all_groups']
5575,7969,breaking police raid several suspected right wing extremist homes across germany more to follow,0,14113,1.0,['all_groups']
4737,4480,propaganda photo to make white people appear humiliated sorry not applicable here,1,17207,2.25,['all_groups']
2915,13742,this is becoming less less true as our reach grows we have less need for the rebels sargons milo is already irrelevant tbh,0,9113,1.0,['all_groups']
1604,11444,great read from rt fact checking the fact checker prolife,0,16951,1.0,['all_groups']
1985,9901,so you do want segregation back racist,0,15434,1.0,['all_groups']
4801,12127,he had a complex about being shorthe claims to be 5 foot 7 but several people i talked with put his,0,12945,1.0,['all_groups']
2905,10275,i love how is supposed to be a white supremacist like the welsh were ever considered white,0,10589,1.0,['all_groups']
6885,8570,landrieu only won 18 of the white vote,0,13429,1.0,['all_groups']
2241,3115,rt what if white americans were in media outlets constantly writing things like jewish race must be abolished or jewishprivilege must end,1,12103,2.25,['all_groups']
3021,1692,we are a people without a country because america is gone used to be jews were people without a country,1,6404,2.25,['all_groups']
6275,10620,or for that matter mainstream media that s why rubio had to go negative he got no earned media otherwise,0,5270,1.0,['all_groups']
7058,8254,you mean asian robert why are you sooo racist,0,4651,1.0,['all_groups']
6185,8239,grammar nazis very dedicated to humor to make a whole fake account for this one joke,0,17852,1.0,['all_groups']
6596,12160,actually i ftfy mt nope but racist is the new n word for white supremacists,0,17697,1.0,['all_groups']
5073,6942,i guess bradley manning really is a woman i mean how else could he fuck up killing himself,1,21317,2.25,['all_groups']
962,4303,white genocide accelerates in england white british pupils will be outnumbered by 2037 swrm via,1,16520,2.25,['all_groups']
6203,9552,i either prevails or you ll die with us make a decision white man,0,13331,1.0,['all_groups']
3317,591,that would be even more more evidence that they really are white not white anglo women don t abort,1,2589,2.25,['all_groups']
1108,5494,now try something correct by loser let us in the real world do,1,19781,2.25,['all_groups']
6736,2266,every prez disappoints just do what is right israel good model for whites i m leery of jews but wish them well in israel,1,8680,2.25,['all_groups']
250,2342,the people doing the telling are extreme racists anti white any one with the vote or weapon has the power to be sexist racist,1,9071,2.25,['all_groups']
6956,4711,there is nothing more precious than a white baby,1,18258,2.25,['all_groups']
7020,2636,berlin is the new jerusalem more and more israeli jews moving to germany swrm via,1,10445,2.25,['all_groups']
1357,3684,anti white jewish activist hopes to wipe out finns via race mixing finland soldiersofodin,1,14072,2.25,['all_groups']
3809,10224,ice agents outnumbered 5 to 11000 illegals cheer new trump hires via,0,11575,1.0,['all_groups']
1458,11816,no i can see you beaming as you admire your white hood and noose in your avi i ll take your word for your membership tkc,0,12568,1.0,['all_groups']
6988,5159,we must rid america of this barbaric oppressive evil ideology we are dealing w savages who follow evil ideology,1,19414,2.25,['all_groups']
3923,2304,nathan why is a jewish person taking your place i thought it was about saving the white european race and culture,1,8910,2.25,['all_groups']
4329,9743,merry white christmas,0,17111,1.0,['all_groups']
1780,13838,im sure it will work in the end because community outreach and stuff,0,6071,1.0,['all_groups']
5647,8830,i don t think we should even be trying to silence or stop people we can t control like ns and los,0,10579,1.0,['all_groups']
6663,5492,we should kick their asses back to their own countries imagine what they will demand when they decide to stay here after college,1,19779,2.25,['all_groups']
4008,10866,national socialist compassion part 2 via,0,13479,1.0,['all_groups']
2936,9952,oh my god the white supremacists are so influential they are already getting racist inscriptions on courthouses,0,10759,1.0,['all_groups']
6804,402,the republican party is not pro white people need to shed themselves of that delusion and build a white party,1,1715,2.25,['all_groups']
4385,11190,rt we must stand together democrats and antifa are both here so something is going down,0,6606,1.0,['all_groups']
3734,11460,the meltdown milo triggered at berkeley was very positive for the altright as well,0,12734,1.0,['all_groups']
882,4639,if you virtue signal enough the non white hordes will kill you last maybe,1,17956,2.25,['all_groups']
6895,1443,u fail to realize that there is terror in every religion every extremist group muslim or non muslim but ur focus is on one,1,5447,2.25,['all_groups']
4217,12681,what policies are white supremacist,0,12845,1.0,['all_groups']
4231,9195,south africas only town of orania turns 25 read more via,0,6278,1.0,['all_groups']
6362,3739,ignorant things blacks rioting and destroying commerce and civilization it s why whites abandoned st louis years ago,1,14292,2.25,['all_groups']
2624,11908,kessler also contributed to cnn i was on the fence about wallace until tonight when he,0,1482,1.0,['all_groups']
6466,2024,charlotteriots anti white racial hatred if you re ready to stop it join white children deserve a future,1,7526,2.25,['all_groups']
1599,1701,white history never will forget confederate 1860 1865,1,6440,2.25,['all_groups']
2735,2238,how is white supremacy bad for white ppl white supremacy without non white inferiority without white supemacy america is amexico,1,8525,2.25,['all_groups']
1593,5527,we should hand him over to the peahmerga women s battalion and look away,1,19818,2.25,['all_groups']
3627,4672,now that official position of dem party is white lives do not matter couldn t the gop reach out to white voters,1,18094,2.25,['all_groups']
1992,6176,place rham under arrest and shoot the bastard while he s attempting to escape you know chicago style,1,20490,2.25,['all_groups']
6078,11082,breaking white house obama to meet with israel s netanyahu at white house on nov 9,0,14114,1.0,['all_groups']
4075,9999,i don t know if democracy is to blame in and of itself if people were put to a vote confederate monume,0,5067,1.0,['all_groups']
1856,12935,more white babies,0,11671,1.0,['all_groups']
4056,2973,modern heretic the jew funding the zoo,1,11667,2.25,['all_groups']
1692,4292,we won t have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots we ll keep having katesteinle miscarriages of justice until they learn to fear us,1,16491,2.25,['all_groups']
447,5437,go fuck yourself maybe i mean i wouldn t make you do anything like leave the country for example,1,19716,2.25,['all_groups']
7039,13679,putin sells uv anti bacterial device sales skyrocket after photo op w russian president,0,7159,1.0,['all_groups']
6918,11456,white nationalists are threatening civil war if america doesnt become racist,0,6448,1.0,['all_groups']
2082,13747,victory appeals court upholds sd abortion suicide advisory prolife,0,14029,1.0,['all_groups']
4736,13395,trump speaking in south west virginia at 3pm should be interesting pass it on,0,19001,1.0,['all_groups']
3753,6302,no close the gates,1,20621,2.25,['all_groups']
522,4077,why do you always try to call people white nationalist why can t you call them white people or westren people what do you use all these code words that are meant to sound racist and bigoted,1,15642,2.25,['all_groups']
2054,1153,this is why people have to come all the way from south china to teach africans how to mine in their own countries,1,4506,2.25,['all_groups']
4226,11430,don t forget the park and the statue were donated to the city by a private party we paid for our monuments,0,17653,1.0,['all_groups']
6169,7471,it is central asia not white,0,10654,1.0,['all_groups']
70,12675,how about a unite the south rally,0,6932,1.0,['all_groups']
1716,4810,detroit the death of white civilisation read more via,1,18656,2.25,['all_groups']
5929,12808,white nationalist richard spencer gets his money from louisiana cotton fieldsand the us government via,0,8287,1.0,['all_groups']
4293,5743,if anyone in the doj actually cared they would investigate these sanctuary supporting scumbags stop this violence dc is all talk,1,20043,2.25,['all_groups']
1538,7985,no mexico is going to pay for it,0,8001,1.0,['all_groups']
4204,3574,the problem is the us has been a white country and non whit,1,13656,2.25,['all_groups']
6294,4221,my child cannot pray in public schools where is the outrage islamistheproblem deport islam,1,16224,2.25,['all_groups']
269,1493,the black white experiment has failed race politics,1,5617,2.25,['all_groups']
1199,7293,north indian workers hurt in suspected firing by ulfa,0,4303,1.0,['all_groups']
3962,46,aryan men women will either rise up to fight for their heritage children future or the white race will cease to exist choose now,1,179,2.25,['all_groups']
5201,11746,i live on the west coast if i lived on the east coast i would go for sure,0,6037,1.0,['all_groups']
4381,10881,on 7 9 13 said arkansas marriage amendment not going away anytime soon wrong again idiots,0,13905,1.0,['all_groups']
2079,12180,i impregnated 3 white women what about you,0,16103,1.0,['all_groups']
5474,2291,in the jewish dominated and increasingly anti white new south,1,8804,2.25,['all_groups']
7055,4957,it has it s place that place is the middleeast not the civilised world,1,19165,2.25,['all_groups']
6142,12526,2020 won t be a landslide it ll be more like a tsunami the dems won t even be relevant other than the snowflake votes they ll have,0,7562,1.0,['all_groups']
4241,10307,rt the national guard will join the marchers this is not far right as the media would have peo,0,10266,1.0,['all_groups']
1986,2085,i don t hate people is it hate to reject an intolerant ideology there s plenty of hate in your islamic texts kuffarhate misogyny jihad,1,7821,2.25,['all_groups']
7073,308,bachmann will use loophole to pass immigration in the house via,1,1214,2.25,['all_groups']
3848,13795,why are you judging this man by the color of his skin racist,0,10155,1.0,['all_groups']
1528,7199,was it moral for white people to be in america at all insignificant question as we re here just like these kids you want to kick out,0,17388,1.0,['all_groups']
4662,2107,it s weird how skinny white kids who hate identity politics love identity politics so much,1,7914,2.25,['all_groups']
5401,8406,bruh you are a racist lmao,0,3998,1.0,['all_groups']
366,12104,thesis neither jew nor gentile black or white in the collective body,0,14622,1.0,['all_groups']
608,10930,victory over obamacare featured on fox news watch the video,0,7443,1.0,['all_groups']
3735,8582,not sure room looks like it could be a city council set up,0,17161,1.0,['all_groups']
3188,7028,that s why black men like my boyfriend date us white women they like real hair real nails and none of that attitude black girls are way too ghetto and too much work,1,21404,2.25,['all_groups']
5543,1672,the end of a myth most new serial killers in america are not white males read more via,1,6312,2.25,['all_groups']
6449,4537,you should go to a kkk gathering i heard they have fried chicken,1,17501,2.25,['all_groups']
4761,23,what our bros sis experiencing in me what is coming for us in west must rise up and awaken bgun,1,113,2.25,['all_groups']
1940,4676,preparing for race war the south african bootcamps which are training thousands of white youths via,1,18117,2.25,['all_groups']
5499,2907,credibility of white race will be lost if they resort 2 lies cheating on taliban isis,1,11401,2.25,['all_groups']
2456,2616,liberal scientists developing methods to make white people less resistant to non white invasion,1,10368,2.25,['all_groups']
4312,11318,by jared s definition of what is white many hispanics can qualify white they too look full caucasian,0,17769,1.0,['all_groups']
1491,6632,how long does it take a black woman to take a dump 9 months,1,21007,2.25,['all_groups']
2165,11960,i obviously have multiple times of course europeans are caucasian thus white racially but white is only an ethnicity in north america,0,17549,1.0,['all_groups']
4212,3182,did he condemn the somali who murdered a white woman why are they even here,1,12308,2.25,['all_groups']
4822,13966,the comments people are freaking out that most of the antifa are white,0,2915,1.0,['all_groups']
2002,5228,it s better to be an illegal in america then black at least their are free,1,19487,2.25,['all_groups']
5648,5880,daca break us laws you get deported what don t you understand,1,20191,2.25,['all_groups']
6393,6357,good crack down put it in jail,1,20682,2.25,['all_groups']
5531,2273,guns don t kill people leftwing racist journalists kill people,1,8718,2.25,['all_groups']
6127,1559,are women incapable of taking care of their own bodies,1,5840,2.25,['all_groups']
2588,2320,only certain groups of whites are degenerate,1,8954,2.25,['all_groups']
1773,8081,you guys are laughing stock the country is mobilized and this pro white movement will be crushed,0,3729,1.0,['all_groups']
3281,2328,really wow i don t hate anyone it s you who hate you can t bring yourself to say white lives matter,1,8985,2.25,['all_groups']
4874,3544,obama wake up illegal immigrants are killing this country on your pathetic watch,1,13512,2.25,['all_groups']
5966,1924,race hate rape of 1400 white english girls muslims decide non cooperation with british police,1,7163,2.25,['all_groups']
2987,2457,everybody wanted to hate the white man but it s the white man who you run to for protection seems about white,1,9592,2.25,['all_groups']
1459,657,needs 2b noted in2011 christian hategroup encouraged isis alqaeda taliban anti lgbt attacks familyvalues religiousliberty,1,2880,2.25,['all_groups']
815,11084,i think impregnating white women will make america great again,0,6041,1.0,['all_groups']
3497,4533,you hate us so much why don t you promote racial separation clearly racial integration doesn t work,1,17489,2.25,['all_groups']
520,13712,university of washington projectsiege,0,7323,1.0,['all_groups']
6108,13513,rt will the splc declare the leader of hate group since white privilege was the culprit behind brittney watts death tgdn,0,13007,1.0,['all_groups']
166,6332,finish islam or u r finished,1,20653,2.25,['all_groups']
4018,2727,rahowa is what skinheads and white supremacists call a future desired race war,1,10802,2.25,['all_groups']
2316,12967,very productive day at the white house actforamerica makeamericasafeagain protectionoverpolitics,0,19010,1.0,['all_groups']
3382,10779,wow how racist can a person be i love diamondsandsilk you tell him,0,11075,1.0,['all_groups']
2019,4455,just polishing my horns and infiltrating shitlib forums because all the good alt right o,1,17077,2.25,['all_groups']
1089,12726,china begins railway construction to kongpo near indian border more accurate,0,10301,1.0,['all_groups']
2249,10103,hunter needs to read starship troopers to understand true morality we will need to adopt to surivive thrive,0,18447,1.0,['all_groups']
4443,1821,bull now we know those white sheriffs were paid don t believe trumpism hype,1,6808,2.25,['all_groups']
2552,6087,send illegal aliens home it s a slap in face to allow them to stay,1,20401,2.25,['all_groups']
3890,13396,you see what you want to see there are plenty of white rapists too,0,12934,1.0,['all_groups']
3871,2937,i can t stand these people saying white lives matter is racist but black lives matter isn t even worse the white ppl with blm,1,11541,2.25,['all_groups']
5788,4898,why would you deport white people out of a country they founded for themselves,1,19073,2.25,['all_groups']
4650,8300,are you sure you re not a racist i wasn t but i keep being told i am,0,14081,1.0,['all_groups']
5419,12184,ok so that obviously means that hunter is the dangerous fed ok,0,12600,1.0,['all_groups']
5212,5411,enforce immigration laws or become a third world nation via,1,19690,2.25,['all_groups']
5498,13501,wpt white privileged terrorists,0,11983,1.0,['all_groups']
4117,1975,what is hatespeech homosexuals jews relentlessly smear christians white males why isn t that hate speech,1,7346,2.25,['all_groups']
2426,1703,white nationalism is a religion of peace,1,6446,2.25,['all_groups']
6551,5739,the evil bastard what should i say i feel sick and now islam good help us,1,20038,2.25,['all_groups']
1953,7613,it s about internationalism communism socialism vs nationalism zionism nationalism,0,3321,1.0,['all_groups']
2078,7653,update more bombs detected at brussels airport,0,4529,1.0,['all_groups']
4814,12433,lucy is pissy because called out last night s optics as a major fail which it was,0,10699,1.0,['all_groups']
1901,3488,give me a break sly whites did build this country nothing wrong with that the more we ar,1,13269,2.25,['all_groups']
5795,3123,cuckservative a person who wishes for america s return to 1950s values strength without admitting the nation was 90 white then,1,12121,2.25,['all_groups']
6828,3491,h t it s not islamophobia if they really are trying to kill you,1,13284,2.25,['all_groups']
6703,4332,we the people most cease talking walk the walk america s time line is shortening w the infiltration of jihad,1,16614,2.25,['all_groups']
2786,8726,the torches got some attention i guess but i think a lot of people ultimately missed the point,0,11833,1.0,['all_groups']
6490,9419,great answer from trump gopdebate,0,7775,1.0,['all_groups']
5311,3110,rt demdebate summed up for you we hate white people and can t wait until usa is majority non white say all the white candidates on stage,1,12087,2.25,['all_groups']
4967,4542,zuckerberg s dream the anti white racist social network more via,1,17512,2.25,['all_groups']
6588,6074,what does this mean it means you don t own enough ammunition buymore,1,20387,2.25,['all_groups']
4741,2847,rt another jew pretending to be white to lecture us about racism these people need to be deported to israel,1,11169,2.25,['all_groups']
6215,5916,round them up deport them,1,20227,2.25,['all_groups']
4052,3477,dramatic rise of white flight in britain masses of white families escape from multiracial areas read more,1,13226,2.25,['all_groups']
5357,4381,and i m an americansupremist not racist wow,1,16790,2.25,['all_groups']
7028,13304,each and every hotel that i stay at has non english speaking people who have been here a very very short time how do they get jobs,0,6861,1.0,['all_groups']
6572,10116,jailed criminals are running bihar cm is on foreign assignment sent by,0,7922,1.0,['all_groups']
2036,9982,jews white now bruh didn t used to but irish italians etc weren t either jews app 4 so,0,6120,1.0,['all_groups']
1425,2286,i work in healthcare and all our overdoses are white people media cant exploit the deaths of white people they re using the minority pop,1,8786,2.25,['all_groups']
4698,3649,charlotteriots join to put a stop to this anti white hate,1,13954,2.25,['all_groups']
4935,3685,archie comics to kill off archie he is shot while saving gay friend are going to hate this issue,1,14078,2.25,['all_groups']
5921,7953,snuffing out south african identity just getting around to reading this,0,4387,1.0,['all_groups']
47,4919,if you have family here that are illegals and criminals oh well,1,19127,2.25,['all_groups']
1293,2455,elder you are absolutely right race has been a tool of the democrap party to villify white people and foster division,1,9587,2.25,['all_groups']
4066,111,i support the alt right aspersions for portion of us to be all white ethnostate even,1,467,2.25,['all_groups']
6068,7656,is friends with all those ku klux klan guys but he says is a racist arnold is not a real man,0,7889,1.0,['all_groups']
4034,80,belgium non white invader rapes white woman after dont rape course via,1,322,2.25,['all_groups']
2794,3282,oh i see the hijab is a joke you are anti muslim but you think they allowed themselves inside europe without help or maybe you think you be allowed to speak on jewish media platforms if only you don t mention their control nigel farage at least got results cowards won t,1,12593,2.25,['all_groups']
2751,7770,ironically or unfortunately the biggest opposition to this is southern white nationalists,0,4194,1.0,['all_groups']
999,7724,just in analysis on myriad ways obamacare funds abortion contrary to obama s promise prolife,0,13420,1.0,['all_groups']
816,8677,alt right is in no way shape nor form conservative nor right wing its a big govt nanny state disgrace hate,0,16623,1.0,['all_groups']
884,10127,the connections run through nait and involve saudi funding and as wd muhammad said with saudi money comes saudi perspective,0,7244,1.0,['all_groups']
1939,13062,fraternities one of the last bastions of white identity rt,0,5955,1.0,['all_groups']
6708,4840,jewish holocaust survivor who claimed to have escaped auschwitz admits he lied for years va,1,18786,2.25,['all_groups']
2937,1272,white genocide as business starbucks promoting race mixing for white women video,1,4825,2.25,['all_groups']
6468,354,its time for the white people to immigration,1,1464,2.25,['all_groups']
4137,4339,incredible how sf leaders want a policy where the cops tip off illegals not cooperate with ice absolutely incredible,1,16639,2.25,['all_groups']
5253,5835,if they are undocumented they aren t immigrants,1,20142,2.25,['all_groups']
7052,11884,must read article for all trump voters do not let a traitorous cuck get your vote in november,0,7982,1.0,['all_groups']
20,5309,the world would be a better place without islam,1,19578,2.25,['all_groups']
2066,10309,southern nationalists cannot continue to look to federal leaders to save our ideals south has carried g,0,17251,1.0,['all_groups']
6948,12252,you should know better the white nationalist is richard spencer not robert spencer,0,15684,1.0,['all_groups']
1198,12516,what s the white percentage vs black,0,9175,1.0,['all_groups']
4413,10802,zakir naik associates rizwan khan n arshid qureshi converted 800 people in islam sir arrest zakir before radicalize convert more,0,8360,1.0,['all_groups']
441,11031,you make pop shot comments stupid really,0,11095,1.0,['all_groups']
1551,10159,on the muslimbrotherhood s persecution of christians,0,3894,1.0,['all_groups']
3202,9785,pardon the ignorance but who are your people,0,5274,1.0,['all_groups']
4120,12177,that s a shame also i m white,0,1688,1.0,['all_groups']
1576,8979,great podcast for those interested in white identity whitenationalism whitepride via,0,11495,1.0,['all_groups']
266,5612,nah you and your nazi friends are going to be sent back to your inbred shack towns or end up in body bags,1,19905,2.25,['all_groups']
1142,9597,amen to that im white and i know lots of dumbss white loser liberals,0,2102,1.0,['all_groups']
6001,13735,death from above russian air force smashes isil forces in syria,0,15081,1.0,['all_groups']
3423,5173,ok keep believing that funny how most poc that have made something of their lives normal ones don t play that garbage don t be a criminal and work hard and you can have a good life a life like any other race but blacks have been taught to blame others for their failures,1,19428,2.25,['all_groups']
3570,13713,you re delusional if you think anything elected donald trump besides white americans voting for white interests,0,11102,1.0,['all_groups']
3859,11374,american citizens god says but if the kkk continues to go on and,0,3028,1.0,['all_groups']
6579,3803,the poorest black countries are the ones where white supremacy and colonialism left the smallest imprint,1,14603,2.25,['all_groups']
3309,6921,i fuck my wife the same way islam fucks muslims repeat number times a day and she has to face me while being submissive,1,21296,2.25,['all_groups']
3745,11381,researcher finds secret software on phones logs nearly everything us privacy bigbrother ows,0,2529,1.0,['all_groups']
408,6201,poland japan hungaryno muslims no jihad,1,20517,2.25,['all_groups']
4323,909,you hate us cause se you can t be us unitetheright,1,3730,2.25,['all_groups']
133,4374,whites tend to wait until the eleventh hour when its time to circle the wagons the,1,16758,2.25,['all_groups']
4299,7383,according to is a racist waterbuffalo,0,13112,1.0,['all_groups']
6832,6843,tell me more i m not sexist but i don t think i actually find any female comedian funny,1,21218,2.25,['all_groups']
178,8793,adolf hitler you knew him what was he like general lon degrelle s memories read more via,0,13114,1.0,['all_groups']
2991,6856,important sometimes it is very important if a sentence was said by a man or a woman a good example i used a whole pack of tissues during that awesome movie yesterday,1,21231,2.25,['all_groups']
3172,8546,holocaust debate comments news belgian jewish newspaper freaks over siegfried verbeke interview he sa,0,15795,1.0,['all_groups']
4341,13076,just three states took in a quarter of all refugees in 2016 via,0,16180,1.0,['all_groups']
3025,493,behind mongrelization of white,1,2140,2.25,['all_groups']
3458,8661,still not sure why that account hasn t been banned,0,17255,1.0,['all_groups']
4529,1155,trump adviser says he will ban muslim brotherhood and its offshoots cair isna via,1,4516,2.25,['all_groups']
4718,14162,live now on periscope unitetheright rally in virginia,0,14378,1.0,['all_groups']
2996,13181,straight from a white supremacists website lmao,0,10862,1.0,['all_groups']
2731,12950,white farmers in the midwest in 1860 worked longer hours than slaves white factory workers died earlier too,0,14701,1.0,['all_groups']
7042,8295,anybody who really cares about women would never advocate abortion,0,7659,1.0,['all_groups']
351,13665,splc s cohen more than willing and make this case a legal precedent for future actions against alt right et al,0,14550,1.0,['all_groups']
6334,8109,i d go for marxism as their religion,0,6045,1.0,['all_groups']
6461,7624,i sincerely hope that the next rally trump holds people turn up just to turn their backs,0,7837,1.0,['all_groups']
4078,6735,what happens when god lowers the graphics and increases the difficulty we all turn black,1,21110,2.25,['all_groups']
2997,10996,lol you guys talk so good words use to make the fancy statements,0,18806,1.0,['all_groups']
2423,7853,anarchy in charlottesville the end is nigh,0,12227,1.0,['all_groups']
6128,12073,jared red pilled me a year ago i d watched his vids before it took the second run to unbrainwash me thank you jared,0,18000,1.0,['all_groups']
6642,6717,what does a redneck girl say when she meets her first lover hi dad,1,21092,2.25,['all_groups']
2752,8196,i suppose wilson thinks no other gop candidate wouldn t have been attacked why do people listen to this idiot,0,5085,1.0,['all_groups']
6009,8101,slavery created white unison in america through racism if you dont want,0,10842,1.0,['all_groups']
2907,12474,provoke or hurt any black peoples or anyone else,0,15385,1.0,['all_groups']
1283,4838,it s just that the white man is indoctrinated to deny his own national and racial identity,1,18780,2.25,['all_groups']
5371,4770,rt hate is codeword for white ethnic interest diversity is codeword for less white ppl,1,18473,2.25,['all_groups']
2548,9034,all his reasons are the main ones that affect people us people fight the war,0,12218,1.0,['all_groups']
879,1247,will quick question if a black guy decapitates a white guy bc the color of his race will your headline say a reparations or b we need to do more to listen the oppressed communities,1,4754,2.25,['all_groups']
5617,2737,show up to them you re right though guy s a cuck,1,10837,2.25,['all_groups']
3071,4393,believes trump supporters are the dregs of white america no we are the angriest about what has happened to white america,1,16830,2.25,['all_groups']
